
[1/4] Loading dataset …
Processing...
  Category filter: ['Bench_vice', 'C_Clamps', 'Pipe_vice', 'Gate_Valve', 'Press_Tool', 'Tool_Post', 'Crane_hook']
  749 STEP files after category filter
  Found 749 STEP file(s) in /Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Best_models_for_training
    [swap-guard] 91.7% swap used (batch 30/78) -- pausing 3s for extra cleanup
    batch 31/78
    [swap-guard] 93.2% swap used (batch 33/78) -- pausing 3s for extra cleanup
    batch 36/78
    [swap-guard] 91.5% swap used (batch 36/78) -- pausing 3s for extra cleanup
    [swap-guard] 90.6% swap used (batch 39/78) -- pausing 3s for extra cleanup
    batch 41/78
    [swap-guard] 90.1% swap used (batch 42/78) -- pausing 3s for extra cleanup
    batch 46/78
    [swap-guard] 91.7% swap used (batch 48/78) -- pausing 3s for extra cleanup
    batch 51/78
    [swap-guard] 91.3% swap used (batch 51/78) -- pausing 3s for extra cleanup
    [swap-guard] 92.4% swap used (batch 54/78) -- pausing 3s for extra cleanup
    batch 56/78
    [swap-guard] 97.2% swap used (batch 57/78) -- pausing 3s for extra cleanup
    [swap-guard] 96.0% swap used (batch 60/78) -- pausing 3s for extra cleanup
    batch 61/78
    [swap-guard] 95.2% swap used (batch 63/78) -- pausing 3s for extra cleanup
    batch 66/78
    batch 71/78
    [swap-guard] 96.9% swap used (batch 72/78) -- pausing 3s for extra cleanup
    [swap-guard] 94.5% swap used (batch 75/78) -- pausing 3s for extra cleanup
    batch 76/78
    [swap-guard] 92.9% swap used (epoch end) -- pausing 3s for extra cleanup
    [swap-guard] 96.9% swap used (fold 3 epoch 6 val) -- pausing 3s for extra cleanup
  Ep   6/200  loss=0.6237  AUC=0.8792  AP=0.8355  smoothAUC=0.8637  (346.6s)
  ✓ Fold 3 new best smoothed AUC=0.8637  saved.
    batch 1/77
    [swap-guard] 94.5% swap used (batch 3/77) -- pausing 3s for extra cleanup
    batch 6/77
    [swap-guard] 93.0% swap used (batch 6/77) -- pausing 3s for extra cleanup
    [swap-guard] 92.4% swap used (batch 9/77) -- pausing 3s for extra cleanup
    batch 11/77
    [swap-guard] 92.6% swap used (batch 12/77) -- pausing 3s for extra cleanup
    [swap-guard] 92.9% swap used (batch 15/77) -- pausing 3s for extra cleanup
    batch 16/77
    [swap-guard] 90.1% swap used (batch 18/77) -- pausing 3s for extra cleanup
    batch 21/77
    [swap-guard] 93.5% swap used (batch 24/77) -- pausing 3s for extra cleanup
    batch 26/77
    [swap-guard] 92.0% swap used (batch 27/77) -- pausing 3s for extra cleanup
    [swap-guard] 92.8% swap used (batch 30/77) -- pausing 3s for extra cleanup
    batch 31/77
    [swap-guard] 91.2% swap used (batch 33/77) -- pausing 3s for extra cleanup
    batch 36/77
    [swap-guard] 92.3% swap used (batch 36/77) -- pausing 3s for extra cleanup
    [swap-guard] 96.1% swap used (batch 39/77) -- pausing 3s for extra cleanup
    batch 41/77
    [swap-guard] 94.3% swap used (batch 45/77) -- pausing 3s for extra cleanup
    batch 46/77
    [swap-guard] 93.0% swap used (batch 48/77) -- pausing 3s for extra cleanup
    batch 51/77
    [swap-guard] 92.2% swap used (batch 51/77) -- pausing 3s for extra cleanup
    [swap-guard] 94.7% swap used (batch 54/77) -- pausing 3s for extra cleanup
    batch 56/77
    [swap-guard] 93.9% swap used (batch 57/77) -- pausing 3s for extra cleanup
    [swap-guard] 91.5% swap used (batch 60/77) -- pausing 3s for extra cleanup
    batch 61/77
    [swap-guard] 93.8% swap used (batch 63/77) -- pausing 3s for extra cleanup
    batch 66/77
    [swap-guard] 92.8% swap used (batch 66/77) -- pausing 3s for extra cleanup
    [swap-guard] 94.6% swap used (batch 69/77) -- pausing 3s for extra cleanup
    batch 71/77
    [swap-guard] 93.6% swap used (batch 72/77) -- pausing 3s for extra cleanup
    [swap-guard] 93.1% swap used (batch 75/77) -- pausing 3s for extra cleanup
    [swap-guard] 93.1% swap used (epoch end) -- pausing 3s for extra cleanup
    [swap-guard] 96.0% swap used (fold 3 epoch 7 val) -- pausing 3s for extra cleanup
  Ep   7/200  loss=0.5849  AUC=0.8764  AP=0.8493  smoothAUC=0.8746  (325.4s)
  ✓ Fold 3 new best smoothed AUC=0.8746  saved.
    batch 1/75
    [swap-guard] 94.0% swap used (batch 3/75) -- pausing 3s for extra cleanup
    batch 6/75
    [swap-guard] 98.2% swap used (batch 6/75) -- pausing 3s for extra cleanup
    [swap-guard] 97.0% swap used (batch 9/75) -- pausing 3s for extra cleanup
    batch 11/75
    [swap-guard] 93.7% swap used (batch 12/75) -- pausing 3s for extra cleanup
    [swap-guard] 93.6% swap used (batch 15/75) -- pausing 3s for extra cleanup
    batch 16/75
    [swap-guard] 92.5% swap used (batch 18/75) -- pausing 3s for extra cleanup
    batch 21/75
    [swap-guard] 91.4% swap used (batch 21/75) -- pausing 3s for extra cleanup
    [swap-guard] 91.1% swap used (batch 24/75) -- pausing 3s for extra cleanup
    batch 26/75
    [swap-guard] 90.6% swap used (batch 27/75) -- pausing 3s for extra cleanup
    batch 31/75
    batch 36/75
    [swap-guard] 92.6% swap used (batch 39/75) -- pausing 3s for extra cleanup
    batch 41/75
    [swap-guard] 93.6% swap used (batch 42/75) -- pausing 3s for extra cleanup
    [swap-guard] 91.4% swap used (batch 45/75) -- pausing 3s for extra cleanup
    batch 46/75
    [swap-guard] 90.9% swap used (batch 48/75) -- pausing 3s for extra cleanup
    batch 51/75
    [swap-guard] 90.0% swap used (batch 51/75) -- pausing 3s for extra cleanup
    [swap-guard] 95.0% swap used (batch 54/75) -- pausing 3s for extra cleanup
    batch 56/75
    [swap-guard] 93.9% swap used (batch 57/75) -- pausing 3s for extra cleanup
    [swap-guard] 93.3% swap used (batch 60/75) -- pausing 3s for extra cleanup
    batch 61/75
    [swap-guard] 92.8% swap used (batch 63/75) -- pausing 3s for extra cleanup
    batch 66/75
    [swap-guard] 91.8% swap used (batch 66/75) -- pausing 3s for extra cleanup
    [swap-guard] 96.7% swap used (batch 69/75) -- pausing 3s for extra cleanup
    batch 71/75
    [swap-guard] 95.1% swap used (batch 72/75) -- pausing 3s for extra cleanup
    [swap-guard] 94.3% swap used (batch 75/75) -- pausing 3s for extra cleanup
    [swap-guard] 94.2% swap used (epoch end) -- pausing 3s for extra cleanup
    [swap-guard] 96.1% swap used (fold 3 epoch 8 val) -- pausing 3s for extra cleanup
  Ep   8/200  loss=0.5757  AUC=0.8951  AP=0.8547  smoothAUC=0.8836  (334.3s)
  ✓ Fold 3 new best smoothed AUC=0.8836  saved.
    batch 1/75
    [swap-guard] 94.8% swap used (batch 3/75) -- pausing 3s for extra cleanup
    batch 6/75
    [swap-guard] 94.1% swap used (batch 6/75) -- pausing 3s for extra cleanup
    [swap-guard] 92.8% swap used (batch 9/75) -- pausing 3s for extra cleanup
    batch 11/75
    [swap-guard] 94.0% swap used (batch 12/75) -- pausing 3s for extra cleanup
    [swap-guard] 93.5% swap used (batch 15/75) -- pausing 3s for extra cleanup
    batch 16/75
    [swap-guard] 93.0% swap used (batch 18/75) -- pausing 3s for extra cleanup
    batch 21/75
    [swap-guard] 94.3% swap used (batch 21/75) -- pausing 3s for extra cleanup
    [swap-guard] 92.6% swap used (batch 24/75) -- pausing 3s for extra cleanup
    batch 26/75
    [swap-guard] 95.1% swap used (batch 27/75) -- pausing 3s for extra cleanup
    [swap-guard] 94.4% swap used (batch 30/75) -- pausing 3s for extra cleanup
    batch 31/75
    [swap-guard] 92.1% swap used (batch 33/75) -- pausing 3s for extra cleanup
    batch 36/75
    [swap-guard] 93.1% swap used (batch 36/75) -- pausing 3s for extra cleanup
    [swap-guard] 91.3% swap used (batch 39/75) -- pausing 3s for extra cleanup
    batch 41/75
    [swap-guard] 96.1% swap used (batch 42/75) -- pausing 3s for extra cleanup
    [swap-guard] 93.1% swap used (batch 45/75) -- pausing 3s for extra cleanup
    batch 46/75
    [swap-guard] 92.1% swap used (batch 48/75) -- pausing 3s for extra cleanup
    batch 51/75
    [swap-guard] 91.4% swap used (batch 51/75) -- pausing 3s for extra cleanup
    [swap-guard] 90.7% swap used (batch 54/75) -- pausing 3s for extra cleanup
    batch 56/75
    [swap-guard] 93.1% swap used (batch 57/75) -- pausing 3s for extra cleanup
    [swap-guard] 94.0% swap used (batch 60/75) -- pausing 3s for extra cleanup
    batch 61/75
    [swap-guard] 95.2% swap used (batch 63/75) -- pausing 3s for extra cleanup
    batch 66/75
    [swap-guard] 94.3% swap used (batch 66/75) -- pausing 3s for extra cleanup
    [swap-guard] 96.4% swap used (batch 69/75) -- pausing 3s for extra cleanup
    batch 71/75
    [swap-guard] 90.8% swap used (batch 72/75) -- pausing 3s for extra cleanup
    [swap-guard] 90.2% swap used (batch 75/75) -- pausing 3s for extra cleanup
    [swap-guard] 92.1% swap used (fold 3 epoch 9 val) -- pausing 3s for extra cleanup
  Ep   9/200  loss=0.5509  AUC=0.8928  AP=0.8682  smoothAUC=0.8881  (367.8s)
  ✓ Fold 3 new best smoothed AUC=0.8881  saved.
    batch 1/75
    batch 6/75
    [swap-guard] 95.6% swap used (batch 6/75) -- pausing 3s for extra cleanup
    [swap-guard] 97.2% swap used (batch 9/75) -- pausing 3s for extra cleanup
    batch 11/75
    [swap-guard] 95.5% swap used (batch 12/75) -- pausing 3s for extra cleanup
    [swap-guard] 94.6% swap used (batch 15/75) -- pausing 3s for extra cleanup
    batch 16/75
    [swap-guard] 93.8% swap used (batch 18/75) -- pausing 3s for extra cleanup
    batch 21/75
    [swap-guard] 94.3% swap used (batch 21/75) -- pausing 3s for extra cleanup
    [swap-guard] 93.4% swap used (batch 24/75) -- pausing 3s for extra cleanup
    batch 26/75
    [swap-guard] 92.9% swap used (batch 27/75) -- pausing 3s for extra cleanup
    [swap-guard] 93.4% swap used (batch 30/75) -- pausing 3s for extra cleanup
    batch 31/75
    [swap-guard] 93.1% swap used (batch 33/75) -- pausing 3s for extra cleanup
    batch 36/75
    [swap-guard] 93.0% swap used (batch 36/75) -- pausing 3s for extra cleanup
    [swap-guard] 93.3% swap used (batch 39/75) -- pausing 3s for extra cleanup
    batch 41/75
    [swap-guard] 92.7% swap used (batch 42/75) -- pausing 3s for extra cleanup
    [swap-guard] 92.4% swap used (batch 45/75) -- pausing 3s for extra cleanup
    batch 46/75
    [swap-guard] 92.0% swap used (batch 48/75) -- pausing 3s for extra cleanup
    batch 51/75
    [swap-guard] 91.6% swap used (batch 51/75) -- pausing 3s for extra cleanup
    [swap-guard] 91.1% swap used (batch 54/75) -- pausing 3s for extra cleanup
    batch 56/75
    [swap-guard] 92.9% swap used (batch 57/75) -- pausing 3s for extra cleanup
    [swap-guard] 96.4% swap used (batch 60/75) -- pausing 3s for extra cleanup
    batch 61/75
    [swap-guard] 94.1% swap used (batch 63/75) -- pausing 3s for extra cleanup
    batch 66/75
    [swap-guard] 93.2% swap used (batch 66/75) -- pausing 3s for extra cleanup
    [swap-guard] 92.4% swap used (batch 69/75) -- pausing 3s for extra cleanup
    batch 71/75
    [swap-guard] 91.8% swap used (batch 72/75) -- pausing 3s for extra cleanup
    [swap-guard] 94.7% swap used (batch 75/75) -- pausing 3s for extra cleanup
    batch 76/75
    [swap-guard] 94.1% swap used (epoch end) -- pausing 3s for extra cleanup
    [swap-guard] 94.2% swap used (fold 3 epoch 10 val) -- pausing 3s for extra cleanup
  Ep  10/200  loss=0.5405  AUC=0.8778  AP=0.8512  smoothAUC=0.8886  (349.8s)
  ✓ Fold 3 new best smoothed AUC=0.8886  saved.
    batch 1/76
    [swap-guard] 92.9% swap used (batch 3/76) -- pausing 3s for extra cleanup
    batch 6/76
    [swap-guard] 92.2% swap used (batch 6/76) -- pausing 3s for extra cleanup
    [swap-guard] 91.5% swap used (batch 9/76) -- pausing 3s for extra cleanup
    batch 11/76
    [swap-guard] 91.1% swap used (batch 12/76) -- pausing 3s for extra cleanup
    [swap-guard] 90.6% swap used (batch 15/76) -- pausing 3s for extra cleanup
    batch 16/76
    [swap-guard] 95.1% swap used (batch 18/76) -- pausing 3s for extra cleanup
    batch 21/76
    [swap-guard] 96.5% swap used (batch 21/76) -- pausing 3s for extra cleanup
    [swap-guard] 93.9% swap used (batch 24/76) -- pausing 3s for extra cleanup
    batch 26/76
    [swap-guard] 97.2% swap used (batch 27/76) -- pausing 3s for extra cleanup
    [swap-guard] 96.5% swap used (batch 30/76) -- pausing 3s for extra cleanup
    batch 31/76
    [swap-guard] 96.7% swap used (batch 33/76) -- pausing 3s for extra cleanup
    batch 36/76
    [swap-guard] 93.5% swap used (batch 36/76) -- pausing 3s for extra cleanup
    [swap-guard] 94.2% swap used (batch 39/76) -- pausing 3s for extra cleanup
    batch 41/76
    [swap-guard] 92.9% swap used (batch 42/76) -- pausing 3s for extra cleanup
    [swap-guard] 92.3% swap used (batch 45/76) -- pausing 3s for extra cleanup
    batch 46/76
    [swap-guard] 91.7% swap used (batch 48/76) -- pausing 3s for extra cleanup
    batch 51/76
    [swap-guard] 94.0% swap used (batch 51/76) -- pausing 3s for extra cleanup
    [swap-guard] 93.4% swap used (batch 54/76) -- pausing 3s for extra cleanup
    batch 56/76
    [swap-guard] 94.4% swap used (batch 57/76) -- pausing 3s for extra cleanup
    [swap-guard] 90.4% swap used (batch 60/76) -- pausing 3s for extra cleanup
    batch 61/76
    [swap-guard] 95.1% swap used (batch 63/76) -- pausing 3s for extra cleanup
    batch 66/76
    [swap-guard] 95.9% swap used (batch 66/76) -- pausing 3s for extra cleanup
    [swap-guard] 94.4% swap used (batch 69/76) -- pausing 3s for extra cleanup
    batch 71/76
    [swap-guard] 96.0% swap used (batch 72/76) -- pausing 3s for extra cleanup
    [swap-guard] 93.1% swap used (batch 75/76) -- pausing 3s for extra cleanup
    batch 76/76
    [swap-guard] 92.4% swap used (epoch end) -- pausing 3s for extra cleanup
    [swap-guard] 94.8% swap used (fold 3 epoch 11 val) -- pausing 3s for extra cleanup
  Ep  11/200  loss=0.5348  AUC=0.8887  AP=0.8550  smoothAUC=0.8864  (383.3s)
    batch 1/77
    [swap-guard] 96.9% swap used (batch 3/77) -- pausing 3s for extra cleanup
    batch 6/77
    [swap-guard] 94.6% swap used (batch 6/77) -- pausing 3s for extra cleanup
    [swap-guard] 97.8% swap used (batch 9/77) -- pausing 3s for extra cleanup
    batch 11/77
    [swap-guard] 95.1% swap used (batch 12/77) -- pausing 3s for extra cleanup
    [swap-guard] 92.8% swap used (batch 15/77) -- pausing 3s for extra cleanup
    batch 16/77
    [swap-guard] 92.8% swap used (batch 18/77) -- pausing 3s for extra cleanup
    batch 21/77
    [swap-guard] 93.6% swap used (batch 21/77) -- pausing 3s for extra cleanup
    [swap-guard] 96.5% swap used (batch 24/77) -- pausing 3s for extra cleanup
    batch 26/77
    [swap-guard] 95.2% swap used (batch 27/77) -- pausing 3s for extra cleanup
    [swap-guard] 93.9% swap used (batch 30/77) -- pausing 3s for extra cleanup
    batch 31/77
    [swap-guard] 93.0% swap used (batch 33/77) -- pausing 3s for extra cleanup
    batch 36/77
    [swap-guard] 92.8% swap used (batch 36/77) -- pausing 3s for extra cleanup
    [swap-guard] 93.8% swap used (batch 39/77) -- pausing 3s for extra cleanup
    batch 41/77
    [swap-guard] 94.2% swap used (batch 42/77) -- pausing 3s for extra cleanup
    [swap-guard] 97.5% swap used (batch 45/77) -- pausing 3s for extra cleanup
    batch 46/77
    [swap-guard] 95.7% swap used (batch 48/77) -- pausing 3s for extra cleanup
    batch 51/77
    [swap-guard] 94.4% swap used (batch 54/77) -- pausing 3s for extra cleanup
    batch 56/77
    [swap-guard] 93.1% swap used (batch 57/77) -- pausing 3s for extra cleanup
    [swap-guard] 92.3% swap used (batch 60/77) -- pausing 3s for extra cleanup
    batch 61/77
    [swap-guard] 95.0% swap used (batch 63/77) -- pausing 3s for extra cleanup
    batch 66/77
    [swap-guard] 94.1% swap used (batch 66/77) -- pausing 3s for extra cleanup
    [swap-guard] 92.8% swap used (batch 69/77) -- pausing 3s for extra cleanup
    batch 71/77
    [swap-guard] 95.2% swap used (batch 72/77) -- pausing 3s for extra cleanup
    [swap-guard] 94.4% swap used (batch 75/77) -- pausing 3s for extra cleanup
    [swap-guard] 94.4% swap used (epoch end) -- pausing 3s for extra cleanup
    [swap-guard] 97.1% swap used (fold 3 epoch 12 val) -- pausing 3s for extra cleanup
  Ep  12/200  loss=0.5218  AUC=0.8907  AP=0.8607  smoothAUC=0.8857  (398.4s)
    batch 1/75
    [swap-guard] 95.3% swap used (batch 3/75) -- pausing 3s for extra cleanup
    batch 6/75
    [swap-guard] 94.3% swap used (batch 6/75) -- pausing 3s for extra cleanup
    [swap-guard] 94.5% swap used (batch 9/75) -- pausing 3s for extra cleanup
    batch 11/75
    [swap-guard] 94.1% swap used (batch 12/75) -- pausing 3s for extra cleanup
    [swap-guard] 93.6% swap used (batch 15/75) -- pausing 3s for extra cleanup
    batch 16/75
    [swap-guard] 93.7% swap used (batch 18/75) -- pausing 3s for extra cleanup
    batch 21/75
    [swap-guard] 97.0% swap used (batch 21/75) -- pausing 3s for extra cleanup
    [swap-guard] 96.2% swap used (batch 24/75) -- pausing 3s for extra cleanup
    batch 26/75
    [swap-guard] 95.4% swap used (batch 27/75) -- pausing 3s for extra cleanup
    [swap-guard] 95.4% swap used (batch 30/75) -- pausing 3s for extra cleanup
    batch 31/75
    [swap-guard] 95.7% swap used (batch 33/75) -- pausing 3s for extra cleanup
    batch 36/75
    [swap-guard] 95.4% swap used (batch 36/75) -- pausing 3s for extra cleanup
    [swap-guard] 94.9% swap used (batch 39/75) -- pausing 3s for extra cleanup
    batch 41/75
    [swap-guard] 90.7% swap used (batch 45/75) -- pausing 3s for extra cleanup
    batch 46/75
    [swap-guard] 95.2% swap used (batch 48/75) -- pausing 3s for extra cleanup
    batch 51/75
    [swap-guard] 94.8% swap used (batch 51/75) -- pausing 3s for extra cleanup
    [swap-guard] 97.2% swap used (batch 54/75) -- pausing 3s for extra cleanup
    batch 56/75
    [swap-guard] 96.7% swap used (batch 57/75) -- pausing 3s for extra cleanup
    [swap-guard] 95.7% swap used (batch 60/75) -- pausing 3s for extra cleanup
    batch 61/75
    [swap-guard] 94.2% swap used (batch 63/75) -- pausing 3s for extra cleanup
    batch 66/75
    [swap-guard] 92.0% swap used (batch 66/75) -- pausing 3s for extra cleanup
    [swap-guard] 92.4% swap used (batch 69/75) -- pausing 3s for extra cleanup
    batch 71/75
    [swap-guard] 94.4% swap used (batch 72/75) -- pausing 3s for extra cleanup
    [swap-guard] 93.3% swap used (batch 75/75) -- pausing 3s for extra cleanup
    batch 76/75
    [swap-guard] 94.1% swap used (batch 78/75) -- pausing 3s for extra cleanup
    [swap-guard] 94.1% swap used (epoch end) -- pausing 3s for extra cleanup
    [swap-guard] 96.5% swap used (fold 3 epoch 13 val) -- pausing 3s for extra cleanup
  Ep  13/200  loss=0.5391  AUC=0.8974  AP=0.8732  smoothAUC=0.8923  (417.2s)
  ✓ Fold 3 new best smoothed AUC=0.8923  saved.
