
[1/4] Loading dataset …
Processing...
  Category filter: ['Bench_vice', 'C_Clamps', 'Pipe_vice', 'Gate_Valve', 'Press_Tool', 'Tool_Post', 'Crane_hook']
  749 STEP files after category filter
  Found 749 STEP file(s) in /Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models/Best_models_for_training
    batch 26/76
    [swap-guard] 97.0% swap used (batch 27/76) -- pausing 3s for extra cleanup
    batch 31/76
    [swap-guard] 95.6% swap used (batch 33/76) -- pausing 3s for extra cleanup
    batch 36/76
    [swap-guard] 96.6% swap used (batch 36/76) -- pausing 3s for extra cleanup
    [swap-guard] 97.2% swap used (batch 39/76) -- pausing 3s for extra cleanup
    batch 41/76
    [swap-guard] 95.3% swap used (batch 42/76) -- pausing 3s for extra cleanup
    [swap-guard] 94.8% swap used (batch 45/76) -- pausing 3s for extra cleanup
    batch 46/76
    [swap-guard] 94.2% swap used (batch 48/76) -- pausing 3s for extra cleanup
    batch 51/76
    [swap-guard] 95.9% swap used (batch 51/76) -- pausing 3s for extra cleanup
    [swap-guard] 97.2% swap used (batch 54/76) -- pausing 3s for extra cleanup
    batch 56/76
    [swap-guard] 95.5% swap used (batch 57/76) -- pausing 3s for extra cleanup
    [swap-guard] 98.1% swap used (batch 60/76) -- pausing 3s for extra cleanup
    batch 61/76
    [swap-guard] 98.3% swap used (batch 63/76) -- pausing 3s for extra cleanup
    batch 66/76
    [swap-guard] 98.4% swap used (batch 66/76) -- pausing 3s for extra cleanup
    [swap-guard] 96.7% swap used (batch 69/76) -- pausing 3s for extra cleanup
    batch 71/76
    [swap-guard] 96.4% swap used (batch 72/76) -- pausing 3s for extra cleanup
    [swap-guard] 96.9% swap used (batch 75/76) -- pausing 3s for extra cleanup
    batch 76/76
    [swap-guard] 95.9% swap used (batch 78/76) -- pausing 3s for extra cleanup
    [swap-guard] 95.9% swap used (epoch end) -- pausing 3s for extra cleanup
    [swap-guard] 97.1% swap used (fold 2 epoch 159 val) -- pausing 3s for extra cleanup
  Ep 159/200  loss=0.1730  AUC=0.9380  AP=0.9233  smoothAUC=0.9378  (1605.1s)
    batch 1/78
    [swap-guard] 94.6% swap used (batch 3/78) -- pausing 3s for extra cleanup
    batch 6/78
    [swap-guard] 95.6% swap used (batch 6/78) -- pausing 3s for extra cleanup
    [swap-guard] 97.3% swap used (batch 9/78) -- pausing 3s for extra cleanup
    batch 11/78
    [swap-guard] 96.7% swap used (batch 12/78) -- pausing 3s for extra cleanup
    [swap-guard] 96.0% swap used (batch 15/78) -- pausing 3s for extra cleanup
    batch 16/78
    [swap-guard] 95.7% swap used (batch 18/78) -- pausing 3s for extra cleanup
    batch 21/78
    [swap-guard] 98.3% swap used (batch 21/78) -- pausing 3s for extra cleanup
    [swap-guard] 97.5% swap used (batch 24/78) -- pausing 3s for extra cleanup
    batch 26/78
    [swap-guard] 96.7% swap used (batch 27/78) -- pausing 3s for extra cleanup
    [swap-guard] 96.2% swap used (batch 30/78) -- pausing 3s for extra cleanup
    batch 31/78
    [swap-guard] 98.1% swap used (batch 33/78) -- pausing 3s for extra cleanup
    batch 36/78
    [swap-guard] 95.7% swap used (batch 36/78) -- pausing 3s for extra cleanup
    [swap-guard] 95.4% swap used (batch 39/78) -- pausing 3s for extra cleanup
    batch 41/78
    [swap-guard] 98.6% swap used (batch 42/78) -- pausing 3s for extra cleanup
    [swap-guard] 97.6% swap used (batch 45/78) -- pausing 3s for extra cleanup
    batch 46/78
    [swap-guard] 98.6% swap used (batch 48/78) -- pausing 3s for extra cleanup
    batch 51/78
    [swap-guard] 96.7% swap used (batch 51/78) -- pausing 3s for extra cleanup
    [swap-guard] 96.8% swap used (batch 54/78) -- pausing 3s for extra cleanup
    batch 56/78
    [swap-guard] 96.2% swap used (batch 57/78) -- pausing 3s for extra cleanup
    [swap-guard] 98.2% swap used (batch 60/78) -- pausing 3s for extra cleanup
    batch 61/78
    [swap-guard] 96.2% swap used (batch 63/78) -- pausing 3s for extra cleanup
    batch 66/78
    [swap-guard] 94.6% swap used (batch 66/78) -- pausing 3s for extra cleanup
    [swap-guard] 98.7% swap used (batch 69/78) -- pausing 3s for extra cleanup
    batch 71/78
    [swap-guard] 98.3% swap used (batch 72/78) -- pausing 3s for extra cleanup
    [swap-guard] 96.4% swap used (batch 75/78) -- pausing 3s for extra cleanup
    batch 76/78
    [swap-guard] 95.8% swap used (batch 78/78) -- pausing 3s for extra cleanup
    [swap-guard] 95.3% swap used (epoch end) -- pausing 3s for extra cleanup
    [swap-guard] 96.6% swap used (fold 2 epoch 160 val) -- pausing 3s for extra cleanup
  Ep 160/200  loss=0.1855  AUC=0.9378  AP=0.9232  smoothAUC=0.9376  (1163.5s)
    batch 1/80
    [swap-guard] 94.2% swap used (batch 3/80) -- pausing 3s for extra cleanup
    batch 6/80
    [swap-guard] 96.4% swap used (batch 6/80) -- pausing 3s for extra cleanup
    [swap-guard] 97.1% swap used (batch 9/80) -- pausing 3s for extra cleanup
    batch 11/80
    [swap-guard] 95.7% swap used (batch 12/80) -- pausing 3s for extra cleanup
    [swap-guard] 98.5% swap used (batch 15/80) -- pausing 3s for extra cleanup
    batch 16/80
    [swap-guard] 97.8% swap used (batch 18/80) -- pausing 3s for extra cleanup
    batch 21/80
    [swap-guard] 97.4% swap used (batch 21/80) -- pausing 3s for extra cleanup
    [swap-guard] 98.4% swap used (batch 24/80) -- pausing 3s for extra cleanup
    batch 26/80
    [swap-guard] 95.3% swap used (batch 27/80) -- pausing 3s for extra cleanup
    [swap-guard] 94.7% swap used (batch 30/80) -- pausing 3s for extra cleanup
    batch 31/80
    [swap-guard] 97.7% swap used (batch 33/80) -- pausing 3s for extra cleanup
    batch 36/80
    [swap-guard] 97.9% swap used (batch 36/80) -- pausing 3s for extra cleanup
    batch 41/80
    [swap-guard] 98.2% swap used (batch 42/80) -- pausing 3s for extra cleanup
    [swap-guard] 97.5% swap used (batch 45/80) -- pausing 3s for extra cleanup
    batch 46/80
    [swap-guard] 95.3% swap used (batch 48/80) -- pausing 3s for extra cleanup
    batch 51/80
    [swap-guard] 97.9% swap used (batch 51/80) -- pausing 3s for extra cleanup
    [swap-guard] 95.7% swap used (batch 54/80) -- pausing 3s for extra cleanup
    batch 56/80
    [swap-guard] 95.5% swap used (batch 57/80) -- pausing 3s for extra cleanup
    [swap-guard] 96.3% swap used (batch 60/80) -- pausing 3s for extra cleanup
    batch 61/80
    [swap-guard] 96.8% swap used (batch 63/80) -- pausing 3s for extra cleanup
    batch 66/80
    [swap-guard] 97.7% swap used (batch 66/80) -- pausing 3s for extra cleanup
    [swap-guard] 97.3% swap used (batch 69/80) -- pausing 3s for extra cleanup
    batch 71/80
    [swap-guard] 97.2% swap used (batch 72/80) -- pausing 3s for extra cleanup
    [swap-guard] 96.7% swap used (epoch end) -- pausing 3s for extra cleanup
    [swap-guard] 98.5% swap used (fold 2 epoch 161 val) -- pausing 3s for extra cleanup
  Ep 161/200  loss=0.1853  AUC=0.9378  AP=0.9245  smoothAUC=0.9379  (1108.7s)
    batch 1/74
    [swap-guard] 96.3% swap used (batch 3/74) -- pausing 3s for extra cleanup
    batch 6/74
    [swap-guard] 97.6% swap used (batch 6/74) -- pausing 3s for extra cleanup
    [swap-guard] 95.7% swap used (batch 9/74) -- pausing 3s for extra cleanup
    batch 11/74
    [swap-guard] 97.6% swap used (batch 12/74) -- pausing 3s for extra cleanup
    [swap-guard] 97.1% swap used (batch 15/74) -- pausing 3s for extra cleanup
    batch 16/74
    [swap-guard] 96.7% swap used (batch 18/74) -- pausing 3s for extra cleanup
    batch 21/74
    [swap-guard] 97.0% swap used (batch 21/74) -- pausing 3s for extra cleanup
    [swap-guard] 98.6% swap used (batch 24/74) -- pausing 3s for extra cleanup
    batch 26/74
    [swap-guard] 96.7% swap used (batch 27/74) -- pausing 3s for extra cleanup
    [swap-guard] 94.6% swap used (batch 30/74) -- pausing 3s for extra cleanup
    batch 31/74
    [swap-guard] 98.4% swap used (batch 33/74) -- pausing 3s for extra cleanup
    batch 36/74
    [swap-guard] 96.5% swap used (batch 36/74) -- pausing 3s for extra cleanup
    [swap-guard] 96.2% swap used (batch 39/74) -- pausing 3s for extra cleanup
    batch 41/74
    [swap-guard] 98.8% swap used (batch 42/74) -- pausing 3s for extra cleanup
    [swap-guard] 97.1% swap used (batch 45/74) -- pausing 3s for extra cleanup
    batch 46/74
    [swap-guard] 97.3% swap used (batch 48/74) -- pausing 3s for extra cleanup
    batch 51/74
    [swap-guard] 96.5% swap used (batch 51/74) -- pausing 3s for extra cleanup
    [swap-guard] 94.6% swap used (batch 54/74) -- pausing 3s for extra cleanup
    batch 56/74
    [swap-guard] 98.4% swap used (batch 57/74) -- pausing 3s for extra cleanup
    [swap-guard] 97.1% swap used (batch 60/74) -- pausing 3s for extra cleanup
    batch 61/74
    [swap-guard] 98.1% swap used (batch 63/74) -- pausing 3s for extra cleanup
    batch 66/74
    [swap-guard] 94.8% swap used (batch 66/74) -- pausing 3s for extra cleanup
    [swap-guard] 95.9% swap used (batch 69/74) -- pausing 3s for extra cleanup
    batch 71/74
    [swap-guard] 97.5% swap used (batch 72/74) -- pausing 3s for extra cleanup
    [swap-guard] 96.0% swap used (batch 75/74) -- pausing 3s for extra cleanup
    batch 76/74
    [swap-guard] 94.1% swap used (epoch end) -- pausing 3s for extra cleanup
    [swap-guard] 98.4% swap used (fold 2 epoch 162 val) -- pausing 3s for extra cleanup
  Ep 162/200  loss=0.1890  AUC=0.9377  AP=0.9234  smoothAUC=0.9378  (2159.4s)
    batch 1/76
    [swap-guard] 97.4% swap used (batch 3/76) -- pausing 3s for extra cleanup
    batch 6/76
    [swap-guard] 97.0% swap used (batch 6/76) -- pausing 3s for extra cleanup
    [swap-guard] 97.9% swap used (batch 9/76) -- pausing 3s for extra cleanup
    batch 11/76
    [swap-guard] 96.0% swap used (batch 12/76) -- pausing 3s for extra cleanup
    [swap-guard] 98.5% swap used (batch 15/76) -- pausing 3s for extra cleanup
    batch 16/76
    [swap-guard] 96.7% swap used (batch 18/76) -- pausing 3s for extra cleanup
    batch 21/76
    [swap-guard] 98.6% swap used (batch 21/76) -- pausing 3s for extra cleanup
    [swap-guard] 97.8% swap used (batch 24/76) -- pausing 3s for extra cleanup
    batch 26/76
    [swap-guard] 97.8% swap used (batch 27/76) -- pausing 3s for extra cleanup
    [swap-guard] 98.4% swap used (batch 30/76) -- pausing 3s for extra cleanup
    batch 31/76
    [swap-guard] 95.8% swap used (batch 33/76) -- pausing 3s for extra cleanup
    batch 36/76
    [swap-guard] 97.5% swap used (batch 36/76) -- pausing 3s for extra cleanup
    [swap-guard] 94.3% swap used (batch 39/76) -- pausing 3s for extra cleanup
    batch 41/76
    [swap-guard] 97.1% swap used (batch 42/76) -- pausing 3s for extra cleanup
    [swap-guard] 98.1% swap used (batch 45/76) -- pausing 3s for extra cleanup
    batch 46/76
    [swap-guard] 98.4% swap used (batch 48/76) -- pausing 3s for extra cleanup
    batch 51/76
    [swap-guard] 98.6% swap used (batch 51/76) -- pausing 3s for extra cleanup
    [swap-guard] 98.5% swap used (batch 54/76) -- pausing 3s for extra cleanup
    batch 56/76
    [swap-guard] 97.9% swap used (batch 57/76) -- pausing 3s for extra cleanup
    [swap-guard] 97.7% swap used (batch 60/76) -- pausing 3s for extra cleanup
    batch 61/76
    [swap-guard] 96.9% swap used (batch 63/76) -- pausing 3s for extra cleanup
    batch 66/76
    [swap-guard] 95.8% swap used (batch 66/76) -- pausing 3s for extra cleanup
    [swap-guard] 96.0% swap used (batch 69/76) -- pausing 3s for extra cleanup
    batch 71/76
    [swap-guard] 96.2% swap used (batch 72/76) -- pausing 3s for extra cleanup
    [swap-guard] 95.6% swap used (batch 75/76) -- pausing 3s for extra cleanup
    batch 76/76
    [swap-guard] 96.0% swap used (fold 2 epoch 163 val) -- pausing 3s for extra cleanup
  Ep 163/200  loss=0.1886  AUC=0.9382  AP=0.9249  smoothAUC=0.9379  (3042.3s)

  Early stopping at epoch 163.

[1/4] Loading dataset …
      648 graphs loaded.
      Dataset: 648 graphs | mean nodes=38.8 | mean edges=144.3 | categories: Bench_vice=104 C_Clamps=106 Crane_hook=101 Gate_Valve=55 Pipe_vice=98 Press_Tool=96 Tool_Post=88

[2/4] Building model …  (5-fold CV)

  Resuming from fold 1 — loading prior checkpoints …
Model built on mps  |  total params: 2,496,433
    [DIAG] graph 35: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/.venv/lib/python3.12/site-packages/torch_geometric/transforms/base_transform.py:32: UserWarning: There are not enough negative edges to satisfy the provided sampling ratio. The ratio will be adjusted to 0.00.
  return self.forward(copy.copy(data))
    [DIAG] graph 123: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 138: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 157: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 187: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 78: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 110: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
  Fold 1/5 — train: 414  val: 104  test: 130
  Fold 1: AUC=0.9370  AP=0.9157  (from checkpoint, random=0.5000)

[3/4] Training (5 folds) …

=======================================================
  FOLD 2 / 5
=======================================================
    [DIAG] graph 78: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/.venv/lib/python3.12/site-packages/torch_geometric/transforms/base_transform.py:32: UserWarning: There are not enough negative edges to satisfy the provided sampling ratio. The ratio will be adjusted to 0.00.
  return self.forward(copy.copy(data))
    [DIAG] graph 110: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 123: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 157: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 187: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 35: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 138: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
  Fold 2/5 — train: 414  val: 104  test: 130
Model built on mps  |  total params: 2,496,433
  Resuming fold 2 from epoch 144 (checkpoint best smoothed AUC=0.9409) …
    batch 1/75
    batch 6/75
    batch 11/75
    batch 16/75
    batch 21/75
    batch 26/75
    batch 31/75
    batch 36/75
    batch 41/75
    batch 46/75
    batch 51/75
    batch 56/75
    batch 61/75
    batch 66/75
    batch 71/75
  Ep 144/200  loss=0.2025  AUC=0.9401  AP=0.9267  smoothAUC=0.9407  (191.4s)
    batch 1/74
    batch 6/74
    batch 11/74
    [swap-guard] 92.5% swap used (batch 15/74) -- pausing 3s for extra cleanup
    batch 16/74
    batch 21/74
    batch 26/74
    batch 31/74
    batch 36/74
    batch 41/74
    batch 46/74
    batch 51/74
    batch 56/74
    batch 61/74
    batch 66/74
    batch 71/74
    [swap-guard] 92.9% swap used (batch 75/74) -- pausing 3s for extra cleanup
    batch 76/74
  Ep 145/200  loss=0.1823  AUC=0.9407  AP=0.9273  smoothAUC=0.9406  (190.8s)
    batch 1/78
    batch 6/78
    batch 11/78
    batch 16/78
    batch 21/78
    batch 26/78
    batch 31/78
    batch 36/78
    batch 41/78
    [swap-guard] 91.0% swap used (batch 45/78) -- pausing 3s for extra cleanup
    batch 46/78
    batch 51/78
    batch 56/78
    batch 61/78
    [swap-guard] 95.2% swap used (batch 63/78) -- pausing 3s for extra cleanup
    batch 66/78
    batch 71/78
    batch 76/78
  Ep 146/200  loss=0.1814  AUC=0.9396  AP=0.9258  smoothAUC=0.9402  (215.0s)
    batch 1/78
    batch 6/78
    [swap-guard] 94.0% swap used (batch 6/78) -- pausing 3s for extra cleanup
    batch 11/78
    batch 16/78
    batch 21/78
    batch 26/78
    batch 31/78
    batch 36/78
    batch 41/78
    batch 46/78
    batch 51/78
    batch 56/78
    batch 61/78
    batch 66/78
    [swap-guard] 90.9% swap used (batch 66/78) -- pausing 3s for extra cleanup
    batch 71/78
    [swap-guard] 93.9% swap used (batch 72/78) -- pausing 3s for extra cleanup
    batch 76/78
  Ep 147/200  loss=0.1842  AUC=0.9388  AP=0.9246  smoothAUC=0.9397  (233.1s)
    batch 1/76
    batch 6/76
    batch 11/76
    batch 16/76
    batch 21/76
    [swap-guard] 94.7% swap used (batch 24/76) -- pausing 3s for extra cleanup
    batch 26/76
    [swap-guard] 92.3% swap used (batch 27/76) -- pausing 3s for extra cleanup
    [swap-guard] 91.3% swap used (batch 30/76) -- pausing 3s for extra cleanup
    batch 31/76
    [swap-guard] 90.7% swap used (batch 33/76) -- pausing 3s for extra cleanup
    batch 36/76
    batch 41/76
    [swap-guard] 90.2% swap used (batch 42/76) -- pausing 3s for extra cleanup
    batch 46/76
    batch 51/76
    batch 56/76
    [swap-guard] 93.5% swap used (batch 57/76) -- pausing 3s for extra cleanup
    batch 61/76
    batch 66/76
    [swap-guard] 91.2% swap used (batch 66/76) -- pausing 3s for extra cleanup
    batch 71/76
    [swap-guard] 91.5% swap used (batch 72/76) -- pausing 3s for extra cleanup
    [swap-guard] 90.7% swap used (epoch end) -- pausing 3s for extra cleanup
  Ep 148/200  loss=0.1785  AUC=0.9378  AP=0.9239  smoothAUC=0.9387  (264.8s)

  Early stopping at epoch 148.

  Fold 2 test — AUC=0.9050  AP=0.8881  (random=0.5000)

=======================================================
  FOLD 3 / 5
=======================================================
    [DIAG] graph 35: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/.venv/lib/python3.12/site-packages/torch_geometric/transforms/base_transform.py:32: UserWarning: There are not enough negative edges to satisfy the provided sampling ratio. The ratio will be adjusted to 0.00.
  return self.forward(copy.copy(data))
    [DIAG] graph 110: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 123: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 138: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 187: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 78: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 157: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
  Fold 3/5 — train: 414  val: 104  test: 130
Model built on mps  |  total params: 2,496,433
    batch 1/77
    batch 6/77
    batch 11/77
    [swap-guard] 92.7% swap used (batch 15/77) -- pausing 3s for extra cleanup
    batch 16/77
    batch 21/77
    batch 26/77
    [swap-guard] 91.2% swap used (batch 30/77) -- pausing 3s for extra cleanup
    batch 31/77
    batch 36/77
    batch 41/77
    [swap-guard] 91.3% swap used (batch 42/77) -- pausing 3s for extra cleanup
    [swap-guard] 90.1% swap used (batch 45/77) -- pausing 3s for extra cleanup
    batch 46/77
    batch 51/77
    batch 56/77
    [swap-guard] 91.8% swap used (batch 57/77) -- pausing 3s for extra cleanup
    batch 61/77
    batch 66/77
    batch 71/77
    batch 76/77
    [swap-guard] 94.1% swap used (fold 3 epoch 1 val) -- pausing 3s for extra cleanup
  Ep   1/200  loss=0.8618  AUC=0.6654  AP=0.6401  smoothAUC=0.6654  (253.0s)
  ✓ Fold 3 new best smoothed AUC=0.6654  saved.
    batch 1/79
    [swap-guard] 91.4% swap used (batch 3/79) -- pausing 3s for extra cleanup
    batch 6/79
    batch 11/79
    [swap-guard] 90.2% swap used (batch 15/79) -- pausing 3s for extra cleanup
    batch 16/79
    batch 21/79
    [swap-guard] 92.4% swap used (batch 21/79) -- pausing 3s for extra cleanup
    [swap-guard] 90.7% swap used (batch 24/79) -- pausing 3s for extra cleanup
    batch 26/79
    [swap-guard] 92.0% swap used (batch 27/79) -- pausing 3s for extra cleanup
    [swap-guard] 90.8% swap used (batch 30/79) -- pausing 3s for extra cleanup
    batch 31/79
    batch 36/79
    [swap-guard] 91.8% swap used (batch 39/79) -- pausing 3s for extra cleanup
    batch 41/79
    batch 46/79
    [swap-guard] 91.3% swap used (batch 48/79) -- pausing 3s for extra cleanup
    batch 51/79
    batch 56/79
    batch 61/79
    [swap-guard] 90.6% swap used (batch 63/79) -- pausing 3s for extra cleanup
    batch 66/79
    [swap-guard] 95.2% swap used (batch 66/79) -- pausing 3s for extra cleanup
    [swap-guard] 93.6% swap used (batch 69/79) -- pausing 3s for extra cleanup
    batch 71/79
    [swap-guard] 91.8% swap used (batch 72/79) -- pausing 3s for extra cleanup
    batch 76/79
    [swap-guard] 92.5% swap used (fold 3 epoch 2 val) -- pausing 3s for extra cleanup
  Ep   2/200  loss=0.8239  AUC=0.7358  AP=0.7141  smoothAUC=0.7006  (270.0s)
  ✓ Fold 3 new best smoothed AUC=0.7006  saved.
    batch 1/77
    batch 6/77
    batch 11/77
    [swap-guard] 94.2% swap used (batch 15/77) -- pausing 3s for extra cleanup
    batch 16/77
    [swap-guard] 91.0% swap used (batch 18/77) -- pausing 3s for extra cleanup
    batch 21/77
    batch 26/77
    [swap-guard] 97.8% swap used (batch 27/77) -- pausing 3s for extra cleanup
    [swap-guard] 90.0% swap used (batch 30/77) -- pausing 3s for extra cleanup
    batch 31/77
    [swap-guard] 95.5% swap used (batch 33/77) -- pausing 3s for extra cleanup
    batch 36/77
    [swap-guard] 96.4% swap used (batch 36/77) -- pausing 3s for extra cleanup
    [swap-guard] 93.9% swap used (batch 39/77) -- pausing 3s for extra cleanup
    batch 41/77
    [swap-guard] 91.5% swap used (batch 42/77) -- pausing 3s for extra cleanup
    [swap-guard] 94.3% swap used (batch 45/77) -- pausing 3s for extra cleanup
    batch 46/77
    [swap-guard] 93.1% swap used (batch 48/77) -- pausing 3s for extra cleanup
    batch 51/77
    [swap-guard] 92.1% swap used (batch 51/77) -- pausing 3s for extra cleanup
    [swap-guard] 92.9% swap used (batch 54/77) -- pausing 3s for extra cleanup
    batch 56/77
    [swap-guard] 94.9% swap used (batch 57/77) -- pausing 3s for extra cleanup
    [swap-guard] 92.7% swap used (batch 60/77) -- pausing 3s for extra cleanup
    batch 61/77
    [swap-guard] 91.5% swap used (batch 63/77) -- pausing 3s for extra cleanup
    batch 66/77
    [swap-guard] 94.9% swap used (batch 66/77) -- pausing 3s for extra cleanup
    [swap-guard] 90.8% swap used (batch 69/77) -- pausing 3s for extra cleanup
    batch 71/77
    [swap-guard] 93.3% swap used (fold 3 epoch 3 val) -- pausing 3s for extra cleanup
  Ep   3/200  loss=0.7784  AUC=0.7858  AP=0.7622  smoothAUC=0.7290  (287.6s)
  ✓ Fold 3 new best smoothed AUC=0.7290  saved.
    batch 1/75
    batch 6/75
    [swap-guard] 92.8% swap used (batch 6/75) -- pausing 3s for extra cleanup
    [swap-guard] 95.1% swap used (batch 9/75) -- pausing 3s for extra cleanup
    batch 11/75
    [swap-guard] 93.3% swap used (batch 12/75) -- pausing 3s for extra cleanup
    [swap-guard] 92.3% swap used (batch 15/75) -- pausing 3s for extra cleanup
    batch 16/75
    [swap-guard] 90.4% swap used (batch 18/75) -- pausing 3s for extra cleanup
    batch 21/75
    [swap-guard] 90.1% swap used (batch 21/75) -- pausing 3s for extra cleanup
    batch 26/75
    [swap-guard] 90.4% swap used (batch 30/75) -- pausing 3s for extra cleanup
    batch 31/75
    batch 36/75
    [swap-guard] 96.6% swap used (batch 39/75) -- pausing 3s for extra cleanup
    batch 41/75
    batch 46/75
    [swap-guard] 94.0% swap used (batch 48/75) -- pausing 3s for extra cleanup
    batch 51/75
    [swap-guard] 96.0% swap used (batch 51/75) -- pausing 3s for extra cleanup
    [swap-guard] 94.4% swap used (batch 54/75) -- pausing 3s for extra cleanup
    batch 56/75
    [swap-guard] 92.5% swap used (batch 57/75) -- pausing 3s for extra cleanup
    [swap-guard] 91.7% swap used (batch 60/75) -- pausing 3s for extra cleanup
    batch 61/75
    [swap-guard] 91.3% swap used (batch 63/75) -- pausing 3s for extra cleanup
    batch 66/75
    batch 71/75
    batch 76/75
    [swap-guard] 91.4% swap used (batch 78/75) -- pausing 3s for extra cleanup
    [swap-guard] 91.3% swap used (epoch end) -- pausing 3s for extra cleanup
    [swap-guard] 94.6% swap used (fold 3 epoch 4 val) -- pausing 3s for extra cleanup
  Ep   4/200  loss=0.7240  AUC=0.8437  AP=0.8105  smoothAUC=0.7884  (331.3s)
  ✓ Fold 3 new best smoothed AUC=0.7884  saved.
    batch 1/78
    [swap-guard] 92.3% swap used (batch 3/78) -- pausing 3s for extra cleanup
    batch 6/78
    [swap-guard] 91.0% swap used (batch 6/78) -- pausing 3s for extra cleanup
    [swap-guard] 97.1% swap used (batch 9/78) -- pausing 3s for extra cleanup
    batch 11/78
    [swap-guard] 95.1% swap used (batch 12/78) -- pausing 3s for extra cleanup
    [swap-guard] 94.1% swap used (batch 15/78) -- pausing 3s for extra cleanup
    batch 16/78
    [swap-guard] 90.3% swap used (batch 18/78) -- pausing 3s for extra cleanup
    batch 21/78
    batch 26/78
    [swap-guard] 90.9% swap used (batch 27/78) -- pausing 3s for extra cleanup
    batch 31/78
    batch 36/78
    [swap-guard] 92.3% swap used (batch 36/78) -- pausing 3s for extra cleanup
    [swap-guard] 91.0% swap used (batch 39/78) -- pausing 3s for extra cleanup
    batch 41/78
    [swap-guard] 90.3% swap used (batch 42/78) -- pausing 3s for extra cleanup
    batch 46/78
    batch 51/78
    [swap-guard] 92.2% swap used (batch 54/78) -- pausing 3s for extra cleanup
    batch 56/78
    [swap-guard] 93.3% swap used (batch 60/78) -- pausing 3s for extra cleanup
    batch 61/78
    [swap-guard] 92.5% swap used (batch 63/78) -- pausing 3s for extra cleanup
    batch 66/78
    [swap-guard] 91.6% swap used (batch 66/78) -- pausing 3s for extra cleanup
    [swap-guard] 90.3% swap used (batch 69/78) -- pausing 3s for extra cleanup
    batch 71/78
    [swap-guard] 90.5% swap used (batch 72/78) -- pausing 3s for extra cleanup
    batch 76/78
    [swap-guard] 92.2% swap used (batch 78/78) -- pausing 3s for extra cleanup
    [swap-guard] 92.2% swap used (epoch end) -- pausing 3s for extra cleanup
    [swap-guard] 93.2% swap used (fold 3 epoch 5 val) -- pausing 3s for extra cleanup
  Ep   5/200  loss=0.6668  AUC=0.8681  AP=0.8180  smoothAUC=0.8325  (307.2s)
  ✓ Fold 3 new best smoothed AUC=0.8325  saved.
    batch 1/78
    [swap-guard] 92.3% swap used (batch 3/78) -- pausing 3s for extra cleanup
    batch 6/78
    [swap-guard] 91.1% swap used (batch 6/78) -- pausing 3s for extra cleanup
    [swap-guard] 90.4% swap used (batch 9/78) -- pausing 3s for extra cleanup
    batch 11/78
    [swap-guard] 93.4% swap used (batch 12/78) -- pausing 3s for extra cleanup
    batch 16/78
    [swap-guard] 95.0% swap used (batch 18/78) -- pausing 3s for extra cleanup
    batch 21/78
    [swap-guard] 90.5% swap used (batch 21/78) -- pausing 3s for extra cleanup
    batch 26/78
    [swap-guard] 92.4% swap used (batch 27/78) -- pausing 3s for extra cleanup
